traffic_record_id,state,road_type,lane_count,speed_limit_kmph,has_signal,enforcement_level,blackspot_score,season,day_of_week,hour_of_day,lighting,weather,is_peak,vehicle_count_per_hr,avg_speed_kmph,peak,traffic_data_quality_flag,signal_status,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,signal_data_quality_flag,accident_occurred,month,day,week_of_year,is_weekend,is_night,speed_ratio,traffic_density,signal_efficiency
1029,Telangana,highway,8,119,1,medium,0.222,monsoon,1,23,Night,Thunderstorm,0,4218.0,85.9,0,Unknown,Working,48.0,66.0,5.0,119.0,0.0,Unknown,0,7,1,27,0,1,0.7218487394957984,527.25,0.40336134453781514
1030,Telangana,highway,8,119,1,medium,0.222,monsoon,2,0,Night,Clear,0,796.0,109.5,0,Unknown,Working,88.0,44.0,7.0,139.0,0.0,Unknown,0,7,2,27,0,1,0.9201680672268907,99.5,0.6330935251798561
1031,Telangana,highway,8,119,1,medium,0.222,monsoon,2,1,Night,Rain,0,3170.0,85.2,0,Unknown,Working,107.0,50.0,4.0,161.0,0.0,Unknown,0,7,2,27,0,1,0.7159663865546219,396.25,0.6645962732919255
1032,Telangana,highway,8,119,1,medium,0.222,monsoon,2,2,Night,Rain,0,1058.0,101.0,0,Unknown,Working,38.0,35.0,4.0,77.0,0.0,Unknown,0,7,2,27,0,1,0.8487394957983193,132.25,0.4935064935064935
1033,Telangana,highway,8,119,1,medium,0.222,monsoon,2,3,Night,Rain,0,4766.0,85.9,0,Unknown,Working,50.0,67.0,3.0,120.0,1.0,Unknown,1,7,2,27,0,1,0.7218487394957984,595.75,0.4166666666666667
1034,Telangana,highway,8,119,1,medium,0.222,monsoon,2,4,Night,Rain,0,1681.0,100.0,0,Unknown,Working,62.0,73.0,6.0,141.0,0.0,Unknown,0,7,2,27,0,1,0.8403361344537815,210.125,0.4397163120567376
1035,Telangana,highway,8,119,1,medium,0.222,monsoon,2,5,Dusk/Dawn,Rain,0,3271.0,77.4,0,Unknown,Working,37.0,78.0,7.0,122.0,0.0,Unknown,0,7,2,27,0,1,0.6504201680672269,408.875,0.30327868852459017
1036,Telangana,highway,8,119,1,medium,0.222,monsoon,2,6,Day,Clear,1,8370.0,74.8,1,Unknown,Working,64.0,61.0,5.0,130.0,1.0,Unknown,0,7,2,27,0,0,0.6285714285714286,1046.25,0.49230769230769234
1037,Telangana,highway,8,119,1,medium,0.222,monsoon,2,7,Day,Rain,1,4759.0,69.1,1,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.580672268907563,594.875,0.4195804195804196
1038,Telangana,highway,8,119,1,medium,0.222,monsoon,2,8,Day,Clear,1,0.0,0.0,1,veh_dropout,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.0,0.0,0.4195804195804196
1039,Telangana,highway,8,119,1,medium,0.222,monsoon,2,9,Day,Rain,1,4657.0,70.8,1,Unknown,Working,38.0,52.0,5.0,95.0,0.0,Unknown,0,7,2,27,0,0,0.5949579831932773,582.125,0.4
1040,Telangana,highway,8,119,1,medium,0.222,monsoon,2,10,Day,Rain,0,1713.0,86.4,0,Unknown,Working,111.0,72.0,7.0,190.0,0.0,Unknown,0,7,2,27,0,0,0.7260504201680673,214.125,0.5842105263157895
1041,Telangana,highway,8,119,1,medium,0.222,monsoon,2,11,Day,Rain,0,4376.0,78.2,0,Unknown,Working,63.0,78.0,5.0,146.0,1.0,Unknown,0,7,2,27,0,0,0.6571428571428571,547.0,0.4315068493150685
1042,Telangana,highway,8,119,1,medium,0.222,monsoon,2,12,Day,Rain,0,1890.0,79.4,0,Unknown,Working,90.0,93.0,3.0,186.0,0.0,Unknown,0,7,2,27,0,0,0.6672268907563026,236.25,0.4838709677419355
1043,Telangana,highway,8,119,1,medium,0.222,monsoon,2,13,Day,Rain,0,1909.0,88.9,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.7470588235294118,238.625,0.4195804195804196
1044,Telangana,highway,8,119,1,medium,0.222,monsoon,2,14,Day,Rain,0,3295.0,23.6,0,Unknown,Working,107.0,108.0,7.0,222.0,0.0,Unknown,0,7,2,27,0,0,0.19831932773109245,411.875,0.481981981981982
1045,Telangana,highway,8,119,1,medium,0.222,monsoon,2,15,Day,Rain,0,3956.0,72.7,0,Unknown,Working,97.0,70.0,7.0,174.0,0.0,Unknown,0,7,2,27,0,0,0.6109243697478992,494.5,0.5574712643678161
1046,Telangana,highway,8,119,1,medium,0.222,monsoon,2,16,Day,Clear,0,4344.0,88.9,0,Unknown,Working,43.0,80.0,3.0,126.0,2.0,Unknown,0,7,2,27,0,0,0.7470588235294118,543.0,0.3412698412698413
1047,Telangana,highway,8,119,1,medium,0.222,monsoon,2,17,Day,Clear,0,1215.0,106.7,0,Unknown,Working,74.0,76.0,7.0,157.0,0.0,Unknown,0,7,2,27,0,0,0.8966386554621849,151.875,0.4713375796178344
1048,Telangana,highway,8,119,1,medium,0.222,monsoon,2,18,Day,Clear,1,5040.0,84.5,1,Unknown,Working,116.0,45.0,7.0,168.0,0.0,Unknown,0,7,2,27,0,0,0.7100840336134454,630.0,0.6904761904761905
1049,Telangana,highway,8,119,1,medium,0.222,monsoon,2,19,Dusk/Dawn,Clear,1,6634.0,78.3,1,Unknown,Working,95.0,106.0,5.0,206.0,0.0,Unknown,0,7,2,27,0,0,0.6579831932773109,829.25,0.46116504854368934
1050,Telangana,highway,8,119,1,medium,0.222,monsoon,2,20,Night,Rain,1,8697.0,72.0,1,Unknown,Working,45.0,44.0,3.0,92.0,0.0,Unknown,0,7,2,27,0,1,0.6050420168067226,1087.125,0.4891304347826087
1051,Telangana,highway,8,119,1,medium,0.222,monsoon,2,21,Night,Clear,1,4955.0,79.5,1,Unknown,Working,57.0,56.0,10.0,123.0,0.0,Unknown,0,7,2,27,0,1,0.6680672268907563,619.375,0.4634146341463415
1052,Telangana,highway,8,119,1,medium,0.222,monsoon,2,22,Night,Thunderstorm,1,2677.0,88.9,1,Unknown,Working,55.0,78.0,8.0,141.0,1.0,Unknown,0,7,2,27,0,1,0.7470588235294118,334.625,0.3900709219858156
1053,Telangana,highway,8,119,1,medium,0.222,monsoon,2,23,Night,Clear,0,2238.0,97.4,0,Unknown,Working,95.0,71.0,9.0,175.0,0.0,Unknown,0,7,2,27,0,1,0.8184873949579833,279.75,0.5428571428571428
1054,Telangana,highway,8,119,1,medium,0.222,monsoon,3,0,Night,Clear,0,3370.0,23.6,0,Unknown,Working,89.0,45.0,3.0,137.0,1.0,Unknown,0,7,3,27,0,1,0.19831932773109245,421.25,0.6496350364963503
1055,Telangana,highway,8,119,1,medium,0.222,monsoon,3,1,Night,Rain,0,2189.0,84.5,0,Unknown,Working,47.0,46.0,8.0,101.0,1.0,Unknown,0,7,3,27,0,1,0.7100840336134454,273.625,0.46534653465346537
1056,Telangana,highway,8,119,1,medium,0.222,monsoon,3,2,Night,Rain,0,1316.0,107.0,0,Unknown,Working,100.0,82.0,10.0,192.0,1.0,Unknown,0,7,3,27,0,1,0.8991596638655462,164.5,0.5208333333333334
1057,Telangana,highway,8,119,1,medium,0.222,monsoon,3,3,Night,Rain,0,1910.0,90.4,0,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.7596638655462186,238.75,0.4195804195804196
1058,Telangana,highway,8,119,1,medium,0.222,monsoon,3,4,Night,Rain,0,2504.0,96.1,0,Unknown,Working,66.0,112.0,10.0,188.0,0.0,Unknown,0,7,3,27,0,1,0.8075630252100839,313.0,0.35106382978723405
1059,Telangana,highway,8,119,1,medium,0.222,monsoon,3,5,Dusk/Dawn,Rain,0,1403.0,93.9,0,Unknown,Working,71.0,112.0,3.0,186.0,3.0,Unknown,0,7,3,27,0,1,0.7890756302521009,175.375,0.3817204301075269
1060,Telangana,highway,8,119,1,medium,0.222,monsoon,3,6,Day,Clear,1,7257.0,78.3,1,Unknown,Working,86.0,73.0,6.0,165.0,0.0,Unknown,0,7,3,27,0,0,0.6579831932773109,907.125,0.5212121212121212
1061,Telangana,highway,8,119,1,medium,0.222,monsoon,3,7,Day,Thunderstorm,1,2652.0,95.2,1,Unknown,Working,119.0,95.0,7.0,221.0,0.0,Unknown,0,7,3,27,0,0,0.8,331.5,0.5384615384615384
1062,Telangana,highway,8,119,1,medium,0.222,monsoon,3,8,Day,Thunderstorm,1,1776.0,100.3,1,Unknown,Working,40.0,38.0,6.0,84.0,0.0,Unknown,0,7,3,27,0,0,0.8428571428571429,222.0,0.47619047619047616
1063,Telangana,highway,8,119,1,medium,0.222,monsoon,3,9,Day,Rain,1,3103.0,80.1,1,Unknown,Working,102.0,79.0,6.0,187.0,0.0,Unknown,0,7,3,27,0,0,0.6731092436974789,387.875,0.5454545454545454
1064,Telangana,highway,8,119,1,medium,0.222,monsoon,3,10,Day,Clear,0,2971.0,79.3,0,Unknown,Working,76.0,97.0,3.0,176.0,0.0,Unknown,0,7,3,27,0,0,0.6663865546218487,371.375,0.4318181818181818
1065,Telangana,highway,8,119,1,medium,0.222,monsoon,3,11,Day,Rain,0,1877.0,88.2,0,Unknown,Working,113.0,90.0,7.0,210.0,1.0,Unknown,0,7,3,27,0,0,0.7411764705882353,234.625,0.5380952380952381
1066,Telangana,highway,8,119,1,medium,0.222,monsoon,3,12,Day,Clear,0,4520.0,74.7,0,Unknown,Working,56.0,82.0,7.0,145.0,1.0,Unknown,0,7,3,27,0,0,0.6277310924369748,565.0,0.38620689655172413
1067,Telangana,highway,8,119,1,medium,0.222,monsoon,3,13,Day,Clear,0,3438.0,80.2,0,Unknown,Working,81.0,95.0,7.0,183.0,1.0,Unknown,0,7,3,27,0,0,0.6739495798319328,429.75,0.4426229508196721
1068,Telangana,highway,8,119,1,medium,0.222,monsoon,3,15,Day,Rain,0,1786.0,82.9,0,Unknown,Working,35.0,59.0,7.0,101.0,0.0,Unknown,0,7,3,27,0,0,0.696638655462185,223.25,0.3465346534653465
1069,Telangana,highway,8,119,1,medium,0.222,monsoon,3,16,Day,Rain,0,4247.0,23.6,0,Unknown,Working,81.0,38.0,3.0,122.0,0.0,Unknown,0,7,3,27,0,0,0.19831932773109245,530.875,0.6639344262295082
1070,Telangana,highway,8,119,1,medium,0.222,monsoon,3,17,Day,Rain,0,1997.0,87.0,0,Unknown,Working,93.0,85.0,4.0,182.0,1.0,Unknown,0,7,3,27,0,0,0.7310924369747899,249.625,0.510989010989011
1071,Telangana,highway,8,119,1,medium,0.222,monsoon,3,18,Day,Rain,1,8209.0,59.8,1,Unknown,Working,0.0,112.0,4.0,175.0,0.0,sig_glitch,0,7,3,27,0,0,0.5025210084033613,1026.125,0.0
1072,Telangana,highway,8,119,1,medium,0.222,monsoon,3,19,Dusk/Dawn,Rain,1,1910.0,85.3,1,Unknown,Working,114.0,69.0,4.0,187.0,1.0,Unknown,0,7,3,27,0,0,0.7168067226890756,238.75,0.6096256684491979
1073,Telangana,highway,8,119,1,medium,0.222,monsoon,3,20,Night,Clear,1,4882.0,82.2,1,Unknown,Working,55.0,86.0,6.0,147.0,0.0,Unknown,0,7,3,27,0,1,0.6907563025210084,610.25,0.3741496598639456
1074,Telangana,highway,8,119,1,medium,0.222,monsoon,3,21,Night,Rain,1,5085.0,23.6,1,Unknown,Working,40.0,82.0,6.0,128.0,0.0,Unknown,0,7,3,27,0,1,0.19831932773109245,635.625,0.3125
1075,Telangana,highway,8,119,1,medium,0.222,monsoon,3,22,Night,Thunderstorm,1,4572.0,23.6,1,Unknown,Working,108.0,101.0,10.0,219.0,0.0,Unknown,0,7,3,27,0,1,0.19831932773109245,571.5,0.4931506849315068
1076,Telangana,highway,8,119,1,medium,0.222,monsoon,3,23,Night,Clear,0,4312.0,83.2,0,Unknown,Working,105.0,35.0,7.0,147.0,0.0,Unknown,0,7,3,27,0,1,0.6991596638655463,539.0,0.7142857142857143
1077,Telangana,highway,8,119,1,medium,0.222,monsoon,4,0,Night,Rain,0,2403.0,90.1,0,Unknown,Working,84.0,43.0,5.0,132.0,0.0,Unknown,1,7,4,27,0,1,0.7571428571428571,300.375,0.6363636363636364
1078,Telangana,highway,8,119,1,medium,0.222,monsoon,4,1,Night,Rain,0,3167.0,87.9,0,Unknown,Working,47.0,63.0,6.0,116.0,1.0,Unknown,1,7,4,27,0,1,0.738655462184874,395.875,0.4051724137931034
1079,Telangana,highway,8,119,1,medium,0.222,monsoon,4,2,Night,Rain,0,3562.0,88.2,0,Unknown,Working,46.0,81.0,7.0,134.0,0.0,Unknown,0,7,4,27,0,1,0.7411764705882353,445.25,0.34328358208955223
1080,Telangana,highway,8,119,1,medium,0.222,monsoon,4,3,Night,Rain,0,2996.0,93.1,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.7823529411764706,374.5,0.4195804195804196
1081,Telangana,highway,8,119,1,medium,0.222,monsoon,4,4,Night,Rain,0,2208.0,89.4,0,Unknown,Working,84.0,105.0,8.0,197.0,1.0,Unknown,0,7,4,27,0,1,0.7512605042016807,276.0,0.4263959390862944
1082,Telangana,highway,8,119,1,medium,0.222,monsoon,4,5,Dusk/Dawn,Rain,0,2520.0,87.1,0,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.7319327731092437,315.0,0.4195804195804196
1083,Telangana,highway,8,119,1,medium,0.222,monsoon,4,6,Day,Thunderstorm,1,4290.0,85.3,1,Unknown,Working,111.0,42.0,3.0,156.0,1.0,Unknown,0,7,4,27,0,0,0.7168067226890756,536.25,0.7115384615384616
1084,Telangana,highway,8,119,1,medium,0.222,monsoon,4,7,Day,Rain,1,6545.0,56.5,1,Unknown,Working,61.0,74.0,4.0,139.0,1.0,Unknown,0,7,4,27,0,0,0.47478991596638653,818.125,0.43884892086330934
1085,Telangana,highway,8,119,1,medium,0.222,monsoon,4,8,Day,Clear,1,7686.0,66.1,1,Unknown,Working,113.0,35.0,5.0,153.0,0.0,Unknown,0,7,4,27,0,0,0.5554621848739495,960.75,0.738562091503268
1086,Telangana,highway,8,119,1,medium,0.222,monsoon,4,9,Day,Rain,1,3550.0,73.5,1,Unknown,Working,38.0,87.0,4.0,129.0,1.0,Unknown,0,7,4,27,0,0,0.6176470588235294,443.75,0.29457364341085274
1087,Telangana,highway,8,119,1,medium,0.222,monsoon,4,10,Day,Thunderstorm,0,8525.0,101.5,0,veh_spike,Working,38.0,119.0,6.0,163.0,1.0,Unknown,0,7,4,27,0,0,0.8529411764705882,1065.625,0.2331288343558282
1088,Telangana,highway,8,119,1,medium,0.222,monsoon,4,11,Day,Clear,0,1853.0,90.5,0,Unknown,Working,75.0,89.0,7.0,171.0,0.0,Unknown,0,7,4,27,0,0,0.7605042016806722,231.625,0.43859649122807015
1089,Telangana,highway,8,119,1,medium,0.222,monsoon,4,12,Day,Rain,0,1446.0,87.0,0,Unknown,Working,73.0,36.0,7.0,116.0,2.0,Unknown,0,7,4,27,0,0,0.7310924369747899,180.75,0.6293103448275862
1090,Telangana,highway,8,119,1,medium,0.222,monsoon,4,13,Day,Rain,0,2406.0,79.1,0,Unknown,Working,78.0,74.0,7.0,159.0,0.0,Unknown,0,7,4,27,0,0,0.6647058823529411,300.75,0.49056603773584906
1091,Telangana,highway,8,119,1,medium,0.222,monsoon,4,14,Day,Rain,0,3676.0,74.8,0,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6285714285714286,459.5,0.4195804195804196
1092,Telangana,highway,8,119,1,medium,0.222,monsoon,4,15,Day,Clear,0,2818.0,83.9,0,Unknown,Working,74.0,87.0,5.0,166.0,0.0,Unknown,0,7,4,27,0,0,0.7050420168067227,352.25,0.4457831325301205
1093,Telangana,highway,8,119,1,medium,0.222,monsoon,4,16,Day,Rain,0,719.0,98.4,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.8268907563025211,89.875,0.4195804195804196
1094,Telangana,highway,8,119,1,medium,0.222,monsoon,4,17,Day,Thunderstorm,0,1235.0,94.6,0,Unknown,Working,69.0,88.0,3.0,160.0,0.0,Unknown,0,7,4,27,0,0,0.7949579831932773,154.375,0.43125
1095,Telangana,highway,8,119,1,medium,0.222,monsoon,4,18,Day,Clear,1,4001.0,84.9,1,Unknown,Working,116.0,44.0,7.0,167.0,0.0,Unknown,0,7,4,27,0,0,0.7134453781512605,500.125,0.6946107784431138
1096,Telangana,highway,8,119,1,medium,0.222,monsoon,4,19,Dusk/Dawn,Clear,1,6966.0,77.2,1,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6487394957983194,870.75,0.4195804195804196
1097,Telangana,highway,8,119,1,medium,0.222,monsoon,4,20,Night,Thunderstorm,1,3349.0,91.4,1,Unknown,Working,58.0,102.0,5.0,165.0,0.0,Unknown,0,7,4,27,0,1,0.7680672268907563,418.625,0.3515151515151515
1098,Telangana,highway,8,119,1,medium,0.222,monsoon,4,21,Night,Clear,1,3868.0,100.2,1,Unknown,Working,119.0,67.0,6.0,192.0,0.0,Unknown,0,7,4,27,0,1,0.8420168067226891,483.5,0.6197916666666666
1099,Telangana,highway,8,119,1,medium,0.222,monsoon,4,22,Night,Rain,1,4370.0,83.2,1,Unknown,Working,45.0,34.0,10.0,89.0,0.0,Unknown,0,7,4,27,0,1,0.6991596638655463,546.25,0.5056179775280899
1100,Telangana,highway,8,119,1,medium,0.222,monsoon,4,23,Night,Rain,0,2495.0,98.6,0,Unknown,Working,72.0,83.0,4.0,159.0,0.0,Unknown,0,7,4,27,0,1,0.8285714285714285,311.875,0.4528301886792453
1101,Telangana,highway,8,119,1,medium,0.222,monsoon,5,0,Night,Clear,0,2336.0,90.4,0,Unknown,Working,74.0,31.0,3.0,108.0,1.0,Unknown,0,7,5,27,1,1,0.7596638655462186,292.0,0.6851851851851852
1102,Telangana,highway,8,119,1,medium,0.222,monsoon,5,1,Night,Rain,0,3113.0,86.3,0,Unknown,Working,70.0,33.0,5.0,108.0,0.0,Unknown,0,7,5,27,1,1,0.7252100840336134,389.125,0.6481481481481481
1103,Telangana,highway,8,119,1,medium,0.222,monsoon,5,2,Night,Rain,0,833.0,107.1,0,Unknown,Working,96.0,31.0,9.0,136.0,1.0,Unknown,0,7,5,27,1,1,0.8999999999999999,104.125,0.7058823529411765
1104,Telangana,highway,8,119,1,medium,0.222,monsoon,5,3,Night,Rain,0,2506.0,90.5,0,Unknown,Working,69.0,76.0,10.0,155.0,2.0,Unknown,0,7,5,27,1,1,0.7605042016806722,313.25,0.44516129032258067
1105,Telangana,highway,8,119,1,medium,0.222,monsoon,5,4,Night,Rain,0,953.0,98.5,0,Unknown,Working,75.0,58.0,8.0,141.0,3.0,Unknown,1,7,5,27,1,1,0.8277310924369747,119.125,0.5319148936170213
1106,Telangana,highway,8,119,1,medium,0.222,monsoon,5,5,Dusk/Dawn,Rain,0,1077.0,91.7,0,Unknown,Working,56.0,33.0,7.0,96.0,0.0,Unknown,0,7,5,27,1,1,0.7705882352941177,134.625,0.5833333333333334
1107,Telangana,highway,8,119,1,medium,0.222,monsoon,5,6,Day,Clear,1,8305.0,76.7,1,Unknown,Working,62.0,119.0,4.0,185.0,0.0,Unknown,0,7,5,27,1,0,0.6445378151260505,1038.125,0.33513513513513515
1108,Telangana,highway,8,119,1,medium,0.222,monsoon,5,7,Day,Rain,1,1592.0,90.1,1,Unknown,Working,49.0,37.0,5.0,91.0,0.0,Unknown,0,7,5,27,1,0,0.7571428571428571,199.0,0.5384615384615384
1109,Telangana,highway,8,119,1,medium,0.222,monsoon,5,8,Day,Thunderstorm,1,2450.0,93.8,1,Unknown,Working,89.0,66.0,6.0,161.0,0.0,Unknown,0,7,5,27,1,0,0.788235294117647,306.25,0.5527950310559007
1110,Telangana,highway,8,119,1,medium,0.222,monsoon,5,9,Day,Clear,1,3476.0,80.8,1,Unknown,Working,91.0,66.0,6.0,163.0,1.0,Unknown,0,7,5,27,1,0,0.6789915966386555,434.5,0.558282208588957
1111,Telangana,highway,8,119,1,medium,0.222,monsoon,5,10,Day,Rain,0,2741.0,23.6,0,Unknown,Working,71.0,113.0,7.0,191.0,1.0,Unknown,0,7,5,27,1,0,0.19831932773109245,342.625,0.3717277486910995
1112,Telangana,highway,8,119,1,medium,0.222,monsoon,5,11,Day,Clear,0,2510.0,98.0,0,Unknown,Working,86.0,113.0,6.0,205.0,1.0,Unknown,0,7,5,27,1,0,0.8235294117647058,313.75,0.4195121951219512
1113,Telangana,highway,8,119,1,medium,0.222,monsoon,5,12,Day,Rain,0,0.0,0.0,0,veh_dropout,Working,49.0,85.0,7.0,141.0,0.0,Unknown,0,7,5,27,1,0,0.0,0.0,0.3475177304964539
1114,Telangana,highway,8,119,1,medium,0.222,monsoon,5,13,Day,Clear,0,4558.0,23.6,0,Unknown,Working,120.0,90.0,3.0,213.0,2.0,Unknown,0,7,5,27,1,0,0.19831932773109245,569.75,0.5633802816901409
1115,Telangana,highway,8,119,1,medium,0.222,monsoon,5,14,Day,Thunderstorm,0,3264.0,86.2,0,Unknown,Working,39.0,81.0,3.0,123.0,1.0,Unknown,0,7,5,27,1,0,0.7243697478991596,408.0,0.3170731707317073
1116,Telangana,highway,8,119,1,medium,0.222,monsoon,5,15,Day,Rain,0,1777.0,81.5,0,Unknown,Working,87.0,31.0,7.0,125.0,0.0,Unknown,0,7,5,27,1,0,0.6848739495798319,222.125,0.696
1117,Telangana,highway,8,119,1,medium,0.222,monsoon,5,16,Day,Clear,0,3267.0,91.1,0,Unknown,Working,111.0,119.0,5.0,235.0,0.0,Unknown,0,7,5,27,1,0,0.7655462184873949,408.375,0.4723404255319149
1118,Telangana,highway,8,119,1,medium,0.222,monsoon,5,17,Day,Clear,0,2697.0,84.2,0,Unknown,Working,113.0,84.0,4.0,201.0,0.0,Unknown,0,7,5,27,1,0,0.7075630252100841,337.125,0.5621890547263682
1119,Telangana,highway,8,119,1,medium,0.222,monsoon,5,18,Day,Clear,1,4334.0,86.9,1,Unknown,Working,103.0,92.0,5.0,200.0,1.0,Unknown,0,7,5,27,1,0,0.7302521008403362,541.75,0.515
1120,Telangana,highway,8,119,1,medium,0.222,monsoon,5,19,Dusk/Dawn,Rain,1,4354.0,67.9,1,Unknown,Working,46.0,41.0,6.0,93.0,0.0,Unknown,0,7,5,27,1,0,0.5705882352941177,544.25,0.4946236559139785
1121,Telangana,highway,8,119,1,medium,0.222,monsoon,5,20,Night,Clear,1,4810.0,95.8,1,Unknown,Working,119.0,103.0,5.0,227.0,1.0,Unknown,0,7,5,27,1,1,0.8050420168067227,601.25,0.5242290748898678
1122,Telangana,highway,8,119,1,medium,0.222,monsoon,5,21,Night,Rain,1,4057.0,90.7,1,Unknown,Working,77.0,47.0,4.0,128.0,1.0,Unknown,0,7,5,27,1,1,0.7621848739495799,507.125,0.6015625
1123,Telangana,highway,8,119,1,medium,0.222,monsoon,5,22,Night,Rain,1,8474.0,58.7,1,Unknown,Working,71.0,70.0,3.0,144.0,1.0,Unknown,0,7,5,27,1,1,0.49327731092436977,1059.25,0.4930555555555556
1124,Telangana,highway,8,119,1,medium,0.222,monsoon,5,23,Night,Clear,0,3999.0,95.7,0,Unknown,Working,75.0,65.0,4.0,144.0,0.0,Unknown,0,7,5,27,1,1,0.8042016806722689,499.875,0.5208333333333334
1125,Telangana,highway,8,119,1,medium,0.222,monsoon,6,0,Night,Rain,0,4191.0,75.5,0,Unknown,Working,87.0,48.0,5.0,140.0,0.0,Unknown,0,7,6,27,1,1,0.634453781512605,523.875,0.6214285714285714
1126,Telangana,highway,8,119,1,medium,0.222,monsoon,6,1,Night,Rain,0,3317.0,88.0,0,Unknown,Working,59.0,46.0,4.0,109.0,1.0,Unknown,0,7,6,27,1,1,0.7394957983193278,414.625,0.5412844036697247
1127,Telangana,highway,8,119,1,medium,0.222,monsoon,6,2,Night,Clear,0,4342.0,84.8,0,Unknown,Working,109.0,40.0,6.0,155.0,0.0,Unknown,0,7,6,27,1,1,0.7126050420168067,542.75,0.7032258064516129
1128,Telangana,highway,8,119,1,medium,0.222,monsoon,6,3,Night,Clear,0,1915.0,103.8,0,Unknown,Working,42.0,117.0,8.0,167.0,0.0,Unknown,0,7,6,27,1,1,0.8722689075630252,239.375,0.25149700598802394
1129,Telangana,highway,8,119,1,medium,0.222,monsoon,6,4,Night,Clear,0,1200.0,105.6,0,Unknown,Working,88.0,46.0,7.0,141.0,1.0,Unknown,0,7,6,27,1,1,0.8873949579831932,150.0,0.624113475177305
1130,Telangana,highway,8,119,1,medium,0.222,monsoon,6,5,Dusk/Dawn,Rain,0,2558.0,83.1,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.6983193277310924,319.75,0.4195804195804196
1131,Telangana,highway,8,119,1,medium,0.222,monsoon,6,6,Day,Rain,1,5761.0,63.6,1,Unknown,Working,39.0,53.0,4.0,96.0,0.0,Unknown,0,7,6,27,1,0,0.534453781512605,720.125,0.40625
1132,Telangana,highway,8,119,1,medium,0.222,monsoon,6,7,Day,Rain,1,2765.0,76.8,1,Unknown,Working,52.0,47.0,3.0,102.0,1.0,Unknown,0,7,6,27,1,0,0.6453781512605041,345.625,0.5098039215686274
1133,Telangana,highway,8,119,1,medium,0.222,monsoon,6,8,Day,Rain,1,2093.0,83.7,1,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.7033613445378152,261.625,0.4195804195804196
1134,Telangana,highway,8,119,1,medium,0.222,monsoon,6,9,Day,Rain,1,3105.0,81.4,1,Unknown,Working,59.0,105.0,6.0,170.0,2.0,Unknown,0,7,6,27,1,0,0.6840336134453782,388.125,0.34705882352941175
1135,Telangana,highway,8,119,1,medium,0.222,monsoon,6,10,Day,Rain,0,1572.0,84.2,0,Unknown,Working,77.0,38.0,5.0,120.0,0.0,Unknown,0,7,6,27,1,0,0.7075630252100841,196.5,0.6416666666666667
1136,Telangana,highway,8,119,1,medium,0.222,monsoon,6,11,Day,Rain,0,2388.0,81.7,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.6865546218487395,298.5,0.4195804195804196
1137,Telangana,highway,8,119,1,medium,0.222,monsoon,6,12,Day,Clear,0,3600.0,94.3,0,Unknown,Working,73.0,109.0,7.0,189.0,0.0,Unknown,0,7,6,27,1,0,0.7924369747899159,450.0,0.3862433862433862
1138,Telangana,highway,8,119,1,medium,0.222,monsoon,6,13,Day,Clear,0,2917.0,88.2,0,Unknown,Working,63.0,91.0,7.0,161.0,0.0,Unknown,0,7,6,27,1,0,0.7411764705882353,364.625,0.391304347826087
1139,Telangana,highway,8,119,1,medium,0.222,monsoon,6,14,Day,Clear,0,1749.0,101.5,0,Unknown,Working,48.0,70.0,4.0,122.0,0.0,Unknown,0,7,6,27,1,0,0.8529411764705882,218.625,0.39344262295081966
1140,Telangana,highway,8,119,1,medium,0.222,monsoon,6,15,Day,Clear,0,2129.0,84.9,0,Unknown,Working,85.0,104.0,5.0,194.0,0.0,Unknown,0,7,6,27,1,0,0.7134453781512605,266.125,0.4381443298969072
1141,Telangana,highway,8,119,1,medium,0.222,monsoon,6,16,Day,Rain,0,717.0,96.6,0,Unknown,Working,99.0,105.0,7.0,211.0,0.0,Unknown,0,7,6,27,1,0,0.8117647058823529,89.625,0.46919431279620855
1142,Telangana,highway,8,119,1,medium,0.222,monsoon,6,17,Day,Thunderstorm,0,1565.0,90.2,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.7579831932773109,195.625,0.4195804195804196
